ㅎ,SAMPLE_ID,식품명,식품명(크롤링),식품명(다시 크롤링),식품명(영어),식품명(영어-정제),제조사,제조사(정리),제조사(영어),조사년도,식품분류,식품상세분류,식품코드,출처,1회제공량,에너지(Kcal),에너지(kj),단백질(g),지질(g),탄수화물(g),총당류(g),나트륨(mg),콜레스테롤(mg),총 포화 지방산(g),총 포화 지방산(%),트랜스 지방산(g),"짠맛(나트륨 / 1회 제공량, g)","단맛(총당류 / 1회 제공량, g)",짠맛(상대),단맛(상대),유탕면,건면,숙면,분말 스프,액상 스프,조미유,컵,국물,짜장,cold
75,P067832-ZZ-AVG,7가지 채소가득 우리밀라면,우리밀라면,7가지 채소가득 우리밀라면,7 kinds of vegetables Wheat ramen,7 Kinds Of Vegetables Wheat Ramen,(주)새롬식품(완주공장),새롬식품,SaeromFood,2021,가공식품,유탕면,P067832,식약처('21),72.5,340,-,7,15,44,2,1340,0,7,-,0,0.01848275862,0.0275862069,53.78106291,15.17241379,1,0,0,1,0,0,1,1,0,0
79,P067836-ZZ-AVG,우리감자로만든감자라면,감자라면,우리감자로만든감자라면,Potato ramen made of our potatoes,Potato Ramen Made Of Our Potatoes,(주)새롬식품(완주공장),새롬식품,SaeromFood,2021,가공식품,유탕면,P067836,식약처('21),73,335,-,7,15,43,2,1280,0,7,-,0,0.01753424658,0.02739726027,51.02108606,15.06849315,1,0,0,1,0,0,1,1,0,0
2340,P023757-ZZ-AVG,한살림우리밀라면,우리밀라면,한살림우리밀라면,Han Salim's wheat ramen,Han Salim'S Wheat Ramen,㈜새롬식품(완주공장),새롬식품,SaeromFood,2019,가공식품,유탕면,P023757,식약처('19),110,515,-,13,22,66,3,1600,0,8,-,0,0.01454545455,0.02727272727,42.32431003,15,1,0,0,1,0,0,0,1,0,0
2175,P023590-ZZ-AVG,애터미감자로만든채식라면,감자로 만든 채식라면,감자로 만든 채식라면,Atomy Vegetarian ramen made of potatoes,Atomy Vegetarian Ramen Made Of Potatoes,㈜새롬식품(완주공장),새롬식품,SaeromFood,2019,가공식품,유탕면,P023590,식약처('19),114,510,-,10,22,71,3,1520,0,9,-,0,0.01333333333,0.02631578947,38.79728419,14.47368421,1,0,0,1,0,0,0,1,0,0
76,P067833-ZZ-AVG,군산불짬뽕컵면,군산불짬뽕컵면,군산불짬뽕컵면,Gunsan Spicy Jjambbong Cup Noodles,Gunsan Spicy Jjambbong Cup Noodles,(주)새롬식품(완주공장),새롬식품,SaeromFood,2021,가공식품,유탕면,P067833,식약처('21),82,346,-,9,16,40,2,1424,0,7,-,0,0.01736585366,0.0243902439,50.53109697,13.41463415,1,0,0,0,1,0,1,1,0,0
2290,P023707-ZZ-AVG,우리밀감자라면,우리밀감자라면,우리밀감자라면,Our Wheat potato ramen,Our Wheat Potato Ramen,㈜새롬식품(완주공장),새롬식품,SaeromFood,2019,가공식품,유탕면,P023707,식약처('19),100,515,-,13,20,71,2,1820,0,8,-,0,0.0182,0.02,52.95829292,11,1,0,0,1,0,0,0,1,0,0
2315,P023732-ZZ-AVG,감자해물맛라면,감자해물맛라면,감자해물맛라면,Potato seafood-flavored ramen,Potato Seafood-Flavored Ramen,㈜새롬식품(완주공장),새롬식품,SaeromFood,2019,가공식품,유탕면,P023732,식약처('19),100,510,-,15,22,63,2,1400,0,9,-,0,0.014,0.02,40.7371484,11,1,0,0,1,0,0,0,1,0,0
81,P067838-ZZ-AVG,제주딱새우라면,제주딱새우라면,제주딱새우라면,Jeju red-banded lobster ramen,Jeju Red-Banded Lobster Ramen,(주)새롬식품(완주공장),새롬식품,SaeromFood,2021,가공식품,유탕면,P067838,식약처('21),68,297,-,7,12,42,1,1446,0,5,-,0,0.02126470588,0.01470588235,61.8759628,8.088235294,1,0,0,1,0,0,1,1,0,0
82,P067839-ZZ-AVG,제주흑돼지라면컵돗멘,제주흑돼지라면,제주흑돼지라면 컵돗멘,Jeju black pork ramen cup Dotmen,Jeju Black Pork Ramen Cup Dotmen,(주)새롬식품(완주공장),새롬식품,SaeromFood,2021,가공식품,유탕면,P067839,식약처('21),73,333,-,7,14,45,1,1233,1,7,-,0,0.01689041096,0.01369863014,49.14765555,7.534246575,1,0,0,1,0,0,1,1,0,0
1836,P020174-ZZ-AVG,쉐푸드 베트남쌀국수,쉐프드 쌀국수,쉐프드 쌀국수,swepudeu   Vietnamese rice noodles,Swepudeu   Vietnamese Rice Noodles,세진식품㈜,세진식품,sjnoodle,2019,가공식품,건면,P020174,식약처('19),99,330,-,7,0.5,73,3,1720,0,0,-,0,0.01737373737,0.0303030303,50.55403697,16.66666667,0,1,0,1,0,0,1,1,0,0
1909,P020376-ZZ-AVG,CJ가쓰오우동 한그릇,가쓰오우동,가쓰오우동,A Cup of CJ Katsuo udon,A Cup Of Cj Katsuo Udon,씨제이제일제당㈜ 남원공장,씨제이제일제당,CJ,2019,가공식품,숙면,P020376,식약처('19),223,354,-,10,3.3,71,9,1910,0,1.1,-,0,0.008565022422,0.04035874439,24.92247067,22.19730942,0,0,1,0,1,0,1,1,0,0
2022,P020489-ZZ-AVG,정면승부 스윗토마토 스파게티,정면승부 스파게티,정면승부 스파게티,jeongmyeon seungbu Sweet tomato spaghetti,Jeongmyeon Seungbu Sweet Tomato Spaghetti,씨제이제일제당㈜ 남원공장,씨제이제일제당,CJ,2019,가공식품,숙면,P020489,식약처('19),264,428,-,15.7,9.6,69.7,7.5,1082.4,16.1,3.9,-,0.2,0.0041,0.02840909091,11.93016489,15.625,0,0,1,0,1,0,1,0,0,0
1944,P020411-ZZ-AVG,CJ얼큰우동 한그릇,얼큰우동 한그릇,CJ얼큰우동,A Cup of CJ spicy udon,A Cup Of Cj Spicy Udon,씨제이제일제당㈜ 남원공장,씨제이제일제당,CJ,2019,가공식품,숙면,P020411,식약처('19),221,335,-,9,3.4,67,5,1740,0,1.2,-,0,0.007873303167,0.02262443439,22.90970854,12.44343891,0,0,1,0,1,0,1,1,0,0
447,P039541-ZZ-AVG,유어스 가락우동,youus 가락우동,youus 가락우동,YOUUS Garak udon,Youus Garak Udon,㈜에스피씨삼립,에스피씨삼립,SPC,2020,가공식품,숙면,P039541,식약처('20),232,351,-,8,2.5,74,6,1850,0,0.3,-,0,0.007974137931,0.02586206897,23.20311716,14.22413793,0,0,1,1,1,0,1,1,0,0
312,P035101-ZZ-AVG,오뚜기카레면,오뚜기카레면,오뚜기카레면,Ottogi curry noodles,Ottogi Curry Noodles,오뚜기라면(주),오뚜기,Ottogi,2020,가공식품,유탕면,P035101,식약처('20),130,515,-,9,16,84,8,1560,5,8,-,0,0.012,0.06153846154,34.91755577,33.84615385,1,0,0,1,0,0,1,0,1,0
209,P080856-ZZ-AVG,오뚜기 케챂볶음면,케챂볶음면,케챂볶음면,Stir-fried noodles with Ottogi ketchup,Stir-Fried Noodles With Ottogi Ketchup,오뚜기라면(주),오뚜기,Ottogi,2021,가공식품,유탕면,P080856,식약처('21),125,510,-,8,15,86,17,1090,0,7,-,0,0.00872,0.136,25.37342386,74.8,1,0,0,1,0,0,1,1,0,0
2297,P023714-ZZ-AVG,팥칼국수,팥칼국수,오뚜기 팥칼국수,Red bean kalguksu,Red Bean Kalguksu,오뚜기라면(주),오뚜기,Ottogi,2019,가공식품,유탕면,P023714,식약처('19),120,485,-,12,11,85,15,1310,0,5,-,0,0.01091666667,0.125,31.76527643,68.75,1,0,0,0,1,1,0,0,0,1
2188,P023603-ZZ-AVG,진짜쫄면,진짜쫄면,진짜쫄면,jinjja jjolmyeon ,Jinjja Jjolmyeon ,오뚜기라면(주),오뚜기,Ottogi,2019,가공식품,유탕면,P023603,식약처('19),150,560,-,10,18,90,18,1250,0,9,-,0,0.008333333333,0.12,24.24830262,66,1,0,0,0,1,0,1,0,0,0
343,P035525-ZZ-AVG,와사비진짜쫄면,와사비진짜쫄면,와사비진짜쫄면,wasabi jinjja jjolmyeon ,Wasabi Jinjja Jjolmyeon ,오뚜기라면(주),오뚜기,Ottogi,2020,가공식품,유탕면,P035525,식약처('20),154,565,-,10,18,91,18,1310,0,9,-,0,0.008506493506,0.1168831169,24.75216345,64.28571429,1,0,0,1,1,0,1,0,0,0
2226,P023641-ZZ-AVG,메밀비빔면,메밀비빔면,메밀비빔면,Buckwheat bibimmyeon,Buckwheat Bibimmyeon,오뚜기라면(주),오뚜기,Ottogi,2019,가공식품,유탕면,P023641,식약처('19),130,535,-,11,18,83,15,1080,0,9,-,0,0.008307692308,0.1153846154,24.17369246,63.46153846,1,0,0,1,0,0,1,1,0,0
150,P080797-ZZ-AVG,라면볶이,라면볶이,라면볶이,Stir-fried ramen,Stir-Fried Ramen,오뚜기라면(주),오뚜기,Ottogi,2021,가공식품,유탕면,P080797,식약처('21),120,465,-,8,13,79,13,900,0,7,-,0,0.0075,0.1083333333,21.82347236,59.58333333,1,0,0,0,1,0,1,0,0,0
2276,P023693-ZZ-AVG,춘천막국수,춘천막국수,오뚜기 춘천막국수,Chuncheon Makguksu,Chuncheon Makguksu,오뚜기라면(주),오뚜기,Ottogi,2019,가공식품,유탕면,P023693,식약처('19),130,505,-,13,20,68,14,1070,0,9,-,0,0.008230769231,0.1076923077,23.94986197,59.23076923,1,0,0,1,0,0,1,1,0,0
173,P080820-ZZ-AVG,오뚜기 철판뽀끼,철판뽀끼,철판뽀끼,ottugi cheolpanppokki ,Ottugi Cheolpanppokki ,오뚜기라면(주),오뚜기,Ottogi,2021,가공식품,유탕면,P080820,식약처('21),125,530,-,9,21,76,13,1260,0,9,-,0,0.01008,0.104,29.33074685,57.2,1,0,0,1,0,0,1,1,0,0
151,P080798-ZZ-AVG,부산어묵탕라면,어묵탕라면,부산어묵탕라면,Busan fish cake soup ramen,Busan Fish Cake Soup Ramen,오뚜기라면(주),오뚜기,Ottogi,2021,가공식품,유탕면,P080798,식약처('21),100,430,-,10,14,66,10,1810,5,7,-,0,0.0181,0.1,52.66731329,55,1,0,0,1,0,0,1,1,0,0
580,P042192-ZZ-AVG,진비빔면,진비빔면,진비빔면,Jin Bibimmyeon,Jin Bibimmyeon,오뚜기라면(주),오뚜기,Ottogi,2020,가공식품,유탕면,P042192,식약처('20),156,625,-,11,23,98,15,1400,0,11,-,0,0.008974358974,0.09615384615,26.11355667,52.88461538,1,0,0,1,0,0,0,1,0,0
2675,P014542-ZZ-AVG,열떡볶이면,열떡볶이면,열떡볶이면,hot teokbokki noodles,Hot Teokbokki Noodles,오뚜기,오뚜기,Ottogi,2017,가공식품,유탕면,P014542,식약처 산업체제공('17),140,470,-,9,10,86,13,800,0,4.9,-,0,0.005714285714,0.09285714286,16.62740751,51.07142857,1,0,0,0,1,1,0,1,0,0
197,P080844-ZZ-AVG,짜라볶이,짜라볶이,짜라볶이 오뚜기,Stir-fried Jjara,Stir-Fried Jjara,오뚜기라면(주),오뚜기,Ottogi,2021,가공식품,유탕면,P080844,식약처('21),130,530,-,12,15,87,12,990,0,7,-,0,0.007615384615,0.09230769231,22.15921809,50.76923077,1,0,0,0,1,0,1,1,0,0
2259,P023675-ZZ-AVG,함흥비빔면,함흥비빔면,함흥비빔면,jjarabokki ,Jjarabokki ,오뚜기라면(주),오뚜기,Ottogi,2019,가공식품,유탕면,P023675,식약처('19),135,570,-,14,27,68,12,1250,0,12,-,0,0.009259259259,0.08888888889,26.94255847,48.88888889,1,0,0,0,1,0,0,0,0,0
196,P080843-ZZ-AVG,짜계치,짜계치,짜계치 오뚜기,jjagyechi ,Jjagyechi ,오뚜기라면(주),오뚜기,Ottogi,2021,가공식품,유탕면,P080843,식약처('21),105,470,-,11,17,68,9,1250,10,9,-,0,0.0119047619,0.08571428571,34.64043231,47.14285714,1,0,0,1,0,0,1,1,0,0
187,P080834-ZZ-AVG,유부우동Cup,유부우동Cup,유부우동Cup,Fried Tofu Udon Cup,Fried Tofu Udon Cup,오뚜기라면(주),오뚜기,Ottogi,2021,가공식품,유탕면,P080834,식약처('21),62,275,-,7,10,39,5,960,3.4,4.4,-,0,0.01548387097,0.08064516129,45.05491067,44.35483871,1,0,0,1,0,0,1,0,0,0
2268,P023685-ZZ-AVG,오뚜기 스파게티,오뚜기 스파게티,오뚜기 스파게티,Ottogi spaghetti,Ottogi Spaghetti,오뚜기라면(주),오뚜기,Ottogi,2019,가공식품,유탕면,P023685,식약처('19),150,560,-,14,15,92,12,1230,0,7,-,0,0.0082,0.08,23.86032978,44,1,0,0,1,0,0,0,1,0,0
206,P080853-ZZ-AVG,하트시그널 짜라볶이,짜라볶이,하트시그널 짜라볶이,Heart Signal jjarabokki ,Heart Signal Jjarabokki ,오뚜기라면(주),오뚜기,Ottogi,2021,가공식품,유탕면,P080853,식약처('21),100,410,-,9,12,67,8,760,0,6,-,0,0.0076,0.08,22.11445199,44,1,0,0,1,0,0,0,1,0,0
1721,P020047-ZZ-AVG,컵누들 매콤한맛,컵누들 매콤한맛,컵누들 매콤한맛,Cup noodle spicy,Cup Noodle Spicy,오뚜기라면(주),오뚜기,Ottogi,2019,가공식품,건면,P020047,식약처('19),37.8,120,-,1,0,29,3,890,0,0,-,0,0.02354497354,0.07936507937,68.51107724,43.65079365,1,0,0,0,1,0,0,0,0,0
1766,P020097-ZZ-AVG,컵누들우동맛,컵누들우동맛,컵누들우동맛,Cup noodle udon flavor,Cup Noodle Udon Flavor,오뚜기라면(주),오뚜기,Ottogi,2019,가공식품,건면,P020097,식약처('19),38.1,120,-,2,0.5,27,3,890,0,0,-,0,0.02335958005,0.07874015748,67.97161994,43.30708661,1,0,0,0,1,0,0,1,0,0
152,P080799-ZZ-AVG,부자될라면,부자될라면,부자될라면,buja doel ramyeon ,Buja Doel Ramyeon ,오뚜기라면(주),오뚜기,Ottogi,2021,가공식품,유탕면,P080799,식약처('21),118,490,-,9,16,78,9,910,0,6,-,0,0.007711864407,0.07627118644,22.43995463,41.94915254,1,0,0,1,0,0,1,1,0,0
2361,P023778-ZZ-AVG,짜계치 매운맛,짜계치 매운맛,짜계치 매운맛,spicy jjagyechi ,Spicy Jjagyechi ,오뚜기라면(주),오뚜기,Ottogi,2019,가공식품,유탕면,P023778,식약처('19),105,465,-,11,17,67,8,1020,10,9,-,0,0.009714285714,0.07619047619,28.26659277,41.9047619,1,0,0,1,1,0,1,1,0,0
198,P080845-ZZ-AVG,짜장볶이,짜장볶이,짜장볶이,jjajangbokki ,Jjajangbokki ,오뚜기라면(주),오뚜기,Ottogi,2021,가공식품,유탕면,P080845,식약처('21),120,535,-,11,19,80,9,870,0,8,-,0,0.00725,0.075,21.09602328,41.25,1,0,0,1,0,0,1,0,0,0
164,P080811-ZZ-AVG,오뚜기 볶음진짬뽕,볶음진짬뽕,볶음진짬뽕,Stir-fried Ottogi Jin Jjambbong,Stir-Fried Ottogi Jin Jjambbong,오뚜기라면(주),오뚜기,Ottogi,2021,가공식품,유탕면,P080811,식약처('21),110,450,-,9,16,67,8,1000,10,7,-,0,0.009090909091,0.07272727273,26.45269377,40,1,0,0,1,0,1,1,0,0,0
399,P038475-ZZ-AVG,MAC&TOMATO 스파게티,MAC&TOMATO 스파게티,MAC&TOMATO 스파게티,MAC & TOMATO spaghetti,Mac & Tomato Spaghetti,오뚜기라면(주),오뚜기,Ottogi,2020,가공식품,유탕면,P038475,식약처('20),165,490,-,10,15,79,12,1150,4,7,-,0,0.00696969697,0.07272727273,20.28039855,40,1,0,0,1,0,0,1,1,0,0
429,P039250-ZZ-AVG,그렇다면 양파감자라면,양파감자라면,양파감자라면,geureohdamyeon  Onion and potato ramen,Geureohdamyeon  Onion And Potato Ramen,오뚜기라면(주),오뚜기,Ottogi,2020,가공식품,유탕면,P039250,식약처('20),100,435,-,9,15,66,7,1710,0,8,-,0,0.0171,0.07,49.75751697,38.5,1,0,0,1,0,0,1,1,0,0
168,P080815-ZZ-AVG,오뚜기 유부우동,오뚜기 유부우동,오뚜기 유부우동,Ottogi Fried tofu udon,Ottogi Fried Tofu Udon,오뚜기라면(주),오뚜기,Ottogi,2021,가공식품,유탕면,P080815,식약처('21),100,445,-,11,17,62,7,1580,5,7,-,0,0.0158,0.07,45.97478177,38.5,1,0,0,0,1,0,0,0,1,0
421,P039101-ZZ-AVG,도시어부 해물짜장,도시어부 해물짜장,도시어부 해물짜장,Urban Fishermen's Seafood Black Bean Noodles,Urban Fishermen'S Seafood Black Bean Noodles,오뚜기라면(주),오뚜기,Ottogi,2020,가공식품,유탕면,P039101,식약처('20),100,435,-,8,17,63,7,790,4.2,7,-,0,0.0079,0.07,22.98739088,38.5,1,0,0,1,0,0,1,1,0,0
207,P080854-ZZ-AVG,하트시그널 치즈게티,하트시그널 치즈게티,하트시그널 치즈게티,Heart Signal Cheeseghetti,Heart Signal Cheeseghetti,오뚜기라면(주),오뚜기,Ottogi,2021,가공식품,유탕면,P080854,식약처('21),100,420,-,8,14,66,7,670,0,7,-,0,0.0067,0.07,19.49563531,38.5,1,0,0,0,1,0,0,0,0,0
203,P080850-ZZ-AVG,치즈볶이,치즈볶이,치즈볶이,Cheese bokki ,Cheese Bokki ,오뚜기라면(주),오뚜기,Ottogi,2021,가공식품,유탕면,P080850,식약처('21),95,430,-,9,16,63,6,1180,2.5,8,-,0,0.01242105263,0.06315789474,36.14273317,34.73684211,0,1,0,1,0,0,1,1,0,0
201,P080848-ZZ-AVG,청양고추라면,청양고추라면,청양고추라면,Cheongyang red pepper ramen,Cheongyang Red Pepper Ramen,오뚜기라면(주),오뚜기,Ottogi,2021,가공식품,유탕면,P080848,식약처('21),97,430,-,8,15,66,6,1690,0,9,-,0,0.01742268041,0.0618556701,50.69645125,34.02061856,1,0,0,0,0,0,0,0,0,0
143,P080790-ZZ-AVG,MAC&CHEESE 스파게티,맥치즈 스파게티,맥치즈 스파게티,MAC&CHEESE spaghetti,Mac&Cheese Spaghetti,오뚜기라면(주),오뚜기,Ottogi,2021,가공식품,유탕면,P080790,식약처('21),130,425,-,10,17,58,8,1390,3,8,-,0,0.01069230769,0.06153846154,31.11243751,33.84615385,1,0,0,1,0,0,1,1,0,0
417,P038915-ZZ-AVG,치즈게티,치즈게티,치즈게티,Cheeseghetti,Cheeseghetti,오뚜기라면(주),오뚜기,Ottogi,2020,가공식품,유탕면,P038915,식약처('20),130,530,-,11,16,86,8,900,2.5,8,-,0,0.006923076923,0.06153846154,20.14474371,33.84615385,1,0,0,0,1,0,1,1,0,0
170,P080817-ZZ-AVG,오뚜기 진짜장,진짜장,진짜장,ottugi jinjjajang ,Ottugi Jinjjajang ,오뚜기라면(주),오뚜기,Ottogi,2021,가공식품,유탕면,P080817,식약처('21),115,480,-,10,16,74,7,990,5,7,-,0,0.008608695652,0.06086956522,25.04955088,33.47826087,1,0,0,1,1,0,1,1,0,0
438,P039530-ZZ-AVG,도시어부 해물짬뽕,도시어부 해물짬뽕,도시어부 해물짬뽕,Urban Fishermen's Seafood jjambbong,Urban Fishermen'S Seafood Jjambbong,오뚜기라면(주),오뚜기,Ottogi,2020,가공식품,유탕면,P039530,식약처('20),100,435,-,10,19,56,6,1790,2.9,8,-,0,0.0179,0.06,52.08535403,33,1,0,0,0,1,0,1,0,0,0
163,P080810-ZZ-AVG,오뚜기 리얼치즈라면,리얼치즈라면,리얼치즈라면,Ottogi Real cheese ramen,Ottogi Real Cheese Ramen,오뚜기라면(주),오뚜기,Ottogi,2021,가공식품,유탕면,P080810,식약처('21),120,480,-,10,17,72,7,1370,5,9,-,0,0.01141666667,0.05833333333,33.22017459,32.08333333,1,0,0,1,0,1,1,0,0,0
181,P080828-ZZ-AVG,오뚜기진진짜라,진진짜라,진진짜라,ottugi jinjinjjara ,Ottugi Jinjinjjara ,오뚜기라면(주),오뚜기,Ottogi,2021,가공식품,유탕면,P080828,식약처('21),120,515,-,11,19,75,7,1310,6,8,-,0,0.01091666667,0.05833333333,31.76527643,32.08333333,1,0,0,1,1,0,1,0,1,0
157,P080804-ZZ-AVG,순후추라면 매운맛,순후추라면,순후추라면,Black Pepper Powder Ramen Spicy,Black Pepper Powder Ramen Spicy,오뚜기라면(주),오뚜기,Ottogi,2021,가공식품,유탕면,P080804,식약처('21),105,475,-,9,19,47,6,1790,0,9,-,0,0.01704761905,0.05714285714,49.60509907,31.42857143,1,0,0,1,0,0,0,1,0,0
194,P080841-ZZ-AVG,진짜장 Cup,진짜장 컵,진짜장 컵,jinjjajang Cup ,Jinjjajang Cup ,오뚜기라면(주),오뚜기,Ottogi,2021,가공식품,유탕면,P080841,식약처('21),70,305,-,6,11,44,4,600,0,5,-,0,0.008571428571,0.05714285714,24.94111127,31.42857143,1,0,0,0,1,0,1,1,0,0
440,P039532-ZZ-AVG,THE매운맛라면 치즈맛,매운맛라면 치즈맛,매운맛라면 치즈맛,THE spicy ramen Cheese-flavored,The Spicy Ramen Cheese-Flavored,오뚜기라면(주),오뚜기,Ottogi,2020,가공식품,유탕면,P039532,식약처('20),110,510,-,12,21,68,6,1800,5,11,-,0,0.01636363636,0.05454545455,47.61484878,30,1,0,0,1,0,0,1,1,0,0
180,P080827-ZZ-AVG,오뚜기진라면매운맛,진라면 매운맛,진라면 매운맛,Ottogi Jin Ramen Spicy,Ottogi Jin Ramen Spicy,오뚜기라면(주),오뚜기,Ottogi,2021,가공식품,유탕면,P080827,식약처('21),110,500,-,10,18,74,6,1490,0,10,-,0,0.01354545455,0.05454545455,39.41451371,30,1,0,0,1,0,0,1,0,1,0
204,P080851-ZZ-AVG,치즈볶이CUP,오뚜기 치즈볶이,오뚜기 치즈볶이,cheese bokki CUP ,Cheese Bokki Cup ,오뚜기라면(주),오뚜기,Ottogi,2021,가공식품,유탕면,P080851,식약처('21),55,235,-,4,7,39,3,700,0,3,-,0,0.01272727273,0.05454545455,37.03377127,30,0,1,0,1,0,0,1,1,0,0
465,P040064-ZZ-AVG,현대홈쇼핑생활라면백짬뽕,생활라면 백짬뽕,생활라면 백짬뽕,hyundai home shopping life Ramen Baek Jjamppong,Hyundai Home Shopping Life Ramen Baek Jjamppong,오뚜기라면(주),오뚜기,Ottogi,2020,가공식품,유탕면,P040064,식약처('20),75,325,-,6,14,44,4,1050,2,5,-,0,0.014,0.05333333333,40.7371484,29.33333333,1,0,0,1,0,0,0,1,0,0
165,P080812-ZZ-AVG,오뚜기 부대찌개라면,오뚜기 부대찌개 라면,오뚜기 부대찌개 라면,Ottogi budae jjigae ramen,Ottogi Budae Jjigae Ramen,오뚜기라면(주),오뚜기,Ottogi,2021,가공식품,유탕면,P080812,식약처('21),115,450,-,12,13,71,6,1840,5,7,-,0,0.016,0.05217391304,46.55674103,28.69565217,1,0,0,1,0,0,1,1,0,0
171,P080818-ZZ-AVG,오뚜기 진짬뽕,오뚜기 진짬뽕,오뚜기 진짬뽕,Ottogi Jin Jjambbong,Ottogi Jin Jjambbong,오뚜기라면(주),오뚜기,Ottogi,2021,가공식품,유탕면,P080818,식약처('21),115,485,-,9,21,65,6,1790,5,9,-,0,0.01556521739,0.05217391304,45.2916122,28.69565217,1,0,0,1,1,0,1,1,0,0
147,P080794-ZZ-AVG,꽃게랑면,꽃게랑면,꽃게랑면,kkoccgerangmyeon ,Kkoccgerangmyeon ,오뚜기라면(주),오뚜기,Ottogi,2021,가공식품,유탕면,P080794,식약처('21),100,435,-,9,14,68,5,1530,0,7,-,0,0.0153,0.05,44.51988361,27.5,1,0,0,1,0,0,1,1,0,0
159,P080806-ZZ-AVG,스낵면 Cup,스낵면,스낵면,Snack noodles cup,Snack Noodles Cup,오뚜기라면(주),오뚜기,Ottogi,2021,가공식품,유탕면,P080806,식약처('21),62,265,-,5,9,41,3,1200,0,3.4,-,0,0.01935483871,0.04838709677,56.31863834,26.61290323,1,0,0,1,0,0,1,1,0,0
2654,P014490-ZZ-AVG,스낵면 미니컵,스낵면,스낵면 컵,Snack noodles mini cup,Snack Noodles Mini Cup,오뚜기,오뚜기,Ottogi,2017,가공식품,유탕면,P014490,식약처 산업체제공('17),62,265,-,5,9,41,3,1200,0,3.4,-,0,0.01935483871,0.04838709677,56.31863834,26.61290323,1,0,0,0,1,0,0,0,1,0
162,P080809-ZZ-AVG,열라면Cup,열라면,열라면 컵,yeol ramyeon Cup ,Yeol Ramyeon Cup ,오뚜기라면(주),오뚜기,Ottogi,2021,가공식품,유탕면,P080809,식약처('21),62,272,-,6,8,44,3,1200,0,3.5,-,0,0.01935483871,0.04838709677,56.31863834,26.61290323,1,0,0,1,0,1,0,1,0,0
154,P080801-ZZ-AVG,송탄 영빈루 짜장,영빈루,송탄 영빈루 짜장,Songtan Youngbinru jjajang,Songtan Youngbinru Jjajang,오뚜기라면(주),오뚜기,Ottogi,2021,가공식품,유탕면,P080801,식약처('21),125,530,-,11,18,81,6,1290,0,8,-,0,0.01032,0.048,30.02909796,26.4,1,0,0,1,1,0,1,0,0,0
431,P039255-ZZ-AVG,밥말라 부대찌개라면,부대찌개라면,밥말라 부대찌개라면,bapmalla  Budae-jjigae ramen,Bapmalla  Budae-Jjigae Ramen,오뚜기라면(주),오뚜기,Ottogi,2020,가공식품,유탕면,P039255,식약처('20),146,455,-,10,17,66,7,1890,10,9,-,0,0.01294520548,0.04794520548,37.66791119,26.36986301,1,0,0,0,1,1,1,1,0,0
153,P080800-ZZ-AVG,송송썰린 김치가 푸짐한 김치찌개라면,김치찌개라면,송송썰린 김치가 푸짐한 김치찌개라면,songsong sseollin gimchiga pujimhan gimchijjigae ramyeon ,Songsong Sseollin Gimchiga Pujimhan Gimchijjigae Ramyeon ,오뚜기라면(주),오뚜기,Ottogi,2021,가공식품,유탕면,P080800,식약처('21),105,455,-,10,16,68,5,1830,0,8,-,0,0.01742857143,0.04761904762,50.71359291,26.19047619,1,0,0,1,0,0,1,1,0,0
148,P080795-ZZ-AVG,대파라면,대파라면,대파라면,Green onion ramen,Green Onion Ramen,오뚜기라면(주),오뚜기,Ottogi,2021,가공식품,유탕면,P080795,식약처('21),105,475,-,10,20,64,5,1750,0,10,-,0,0.01666666667,0.04761904762,48.49660524,26.19047619,1,0,0,1,0,0,1,1,0,0
174,P080821-ZZ-AVG,오뚜기 크림진짬뽕,크림진짬뽕,크림진짬뽕,Ottogi cream jjamppong,Ottogi Cream Jjamppong,오뚜기라면(주),오뚜기,Ottogi,2021,가공식품,유탕면,P080821,식약처('21),105,460,-,8,19,67,5,970,25,9,-,0,0.009238095238,0.04761904762,26.88097547,26.19047619,1,0,0,1,0,0,1,1,0,0
200,P080847-ZZ-AVG,참깨라면 CUP,참깨라면,참깨라면 컵,Sesame ramen CUP,Sesame Ramen Cup,오뚜기라면(주),오뚜기,Ottogi,2021,가공식품,유탕면,P080847,식약처('21),65,285,-,6,11,41,3,1310,30,3.9,-,0,0.02015384615,0.04615384615,58.64358726,25.38461538,1,0,0,0,1,0,1,1,0,0
193,P080840-ZZ-AVG,진라면Cup순한맛,진라면 순한맛,진라면 순한맛 컵,Jin Ramen Cup Mild,Jin Ramen Cup Mild,오뚜기라면(주),오뚜기,Ottogi,2021,가공식품,유탕면,P080840,식약처('21),65,280,-,7,9,43,3,1170,0,3.5,-,0,0.018,0.04615384615,52.37633366,25.38461538,1,0,0,0,1,0,0,0,0,0
192,P080839-ZZ-AVG,진라면Cup매운맛,진라면 매운맛,진라면 매운맛 컵,Jin Ramen Cup Spicy,Jin Ramen Cup Spicy,오뚜기라면(주),오뚜기,Ottogi,2021,가공식품,유탕면,P080839,식약처('21),65,280,-,6,9,44,3,1140,0,3.5,-,0,0.01753846154,0.04615384615,51.03335074,25.38461538,1,0,0,1,0,0,0,1,0,0
